freq,tra_type,c_unload,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,OWN,AT,GT12,THS_T,SK	: 	: 	: 	: 	: u	: 	: u	: 	: 	: u	: u	: 	: u	: 	: 
A,OWN,AT,GT13,THS_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	4 	2 	: u	: u	: 	: 	: 
A,OWN,AT,GT13,THS_T,BG	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT13,THS_T,CZ	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u
A,OWN,AT,GT13,THS_T,DE	56 	: u	46 	: u	22 	: u	31 	: u	: u	30 	32 	29 	28 	: u	: u
A,OWN,AT,GT13,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,GT13,THS_T,HR	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT13,THS_T,HU	: u	: u	: u	: u	6 	5 	: u	: 	: 	: u	: u	: 	: 	: 	: u
A,OWN,AT,GT13,THS_T,IT	6 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,GT13,THS_T,LU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT13,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,AT,GT13,THS_T,PL	: u	: u	: u	14 	: u	: u	10 	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,AT,GT13,THS_T,RO	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 
A,OWN,AT,GT13,THS_T,SI	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,AT,GT13,THS_T,SK	: u	: 	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,OWN,AT,GT13,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,AT	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,AT,GT14,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,CH	: u	: u	94 	: u	: u	: 	: u	: 	: u	: 	: u	204 	: u	: 	: u
A,OWN,AT,GT14,THS_T,CZ	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,AT,GT14,THS_T,DE	126 	39 	94 	147 	: u	: u	: u	132 	67 	: u	99 	: u	: u	55 	: u
A,OWN,AT,GT14,THS_T,HR	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,AT,GT14,THS_T,HU	: u	: u	40 	: u	60 	30 	: u	27 	: u	: u	18 	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,IT	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,LI	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,PL	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,GT14,THS_T,RO	: 	: 	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT14,THS_T,SI	: u	: 	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u
A,OWN,AT,GT14,THS_T,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,AT,GT15,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u	: 
A,OWN,AT,GT15,THS_T,DE	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,AT,GT15,THS_T,HU	: 	17 	: 	: 	: 	: 	2 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT15,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u
A,OWN,AT,GT15,THS_T,RO	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,OWN,AT,GT15,THS_T,SI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT15,THS_T,SK	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 
A,OWN,AT,GT16,THS_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,AT,GT16,THS_T,CH	: 	: 	: u	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: u	: u
A,OWN,AT,GT16,THS_T,CZ	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u
A,OWN,AT,GT16,THS_T,DE	15 	38 	: u	12 	17 	: u	: u	: u	: u	24 	10 	15 	: u	22 	: u
A,OWN,AT,GT16,THS_T,HR	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT16,THS_T,HU	: u	9 	: u	5 	: u	: u	: u	: u	: 	: u	10 	: u	: 	: u	: 
A,OWN,AT,GT16,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 
A,OWN,AT,GT16,THS_T,LI	: 	: 	: u	3 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT16,THS_T,NL	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT16,THS_T,PL	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,GT16,THS_T,RO	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,OWN,AT,GT16,THS_T,SI	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 	: u	: 	: u	: 	: 
A,OWN,AT,GT16,THS_T,SK	: u	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 	: 	: u	: u	: u
A,OWN,AT,GT17,THS_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,OWN,AT,GT17,THS_T,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,AT,GT17,THS_T,DE	: u	: u	: u	: u	: u	22 	42 	58 	65 	38 	57 	41 	: u	: u	89 
A,OWN,AT,GT17,THS_T,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT17,THS_T,LI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT17,THS_T,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,AT,GT17,THS_T,SI	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: u	: 
A,OWN,AT,GT17,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,AT,GT18,THS_T,AT	: u	: u	: u	: u	2 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OWN,AT,GT18,THS_T,BE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,CZ	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u
A,OWN,AT,GT18,THS_T,DE	: 	: 	: u	: u	50 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,OWN,AT,GT18,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,OWN,AT,GT18,THS_T,HU	: 	28 	: u	: u	: 	5 	: u	: u	22 	: 	: u	: u	: u	: u	: u
A,OWN,AT,GT18,THS_T,LI	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,LU	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,AT,GT18,THS_T,NL	: 	: u	: 	: u	: u	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,OWN,AT,GT18,THS_T,PL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,RO	: 	: u	: 	: 	: u	17 	: u	: u	: u	: u	: u	45 	28 	: u	28 
A,OWN,AT,GT18,THS_T,SI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT18,THS_T,SK	: 	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u
A,OWN,AT,GT18,THS_T,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,OWN,AT,GT19,THS_T,CH	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,CZ	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,GT19,THS_T,DE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,HU	: 	: 	: 	: 	: u	: u	: u	: u	: u	9 	8 	17 	: u	: u	: 
A,OWN,AT,GT19,THS_T,IT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,PL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,RO	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT19,THS_T,SI	: 	: u	: 	: u	: u	: u	: u	: 	: u	47 	: u	: 	: u	: u	: u
A,OWN,AT,GT19,THS_T,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,OWN,AT,GT20,THS_T,BE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,GT20,THS_T,HU	: u	: u	: 	: u	: 	: u	: 	: 	42 	63 	80 	40 	204 	127 	47 
A,OWN,AT,GT20,THS_T,IT	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,OWN,AT,GT20,THS_T,LU	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,OWN,AT,GT20,THS_T,PL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u	: u
A,OWN,AT,GT20,THS_T,RO	: 	: 	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u
A,OWN,AT,GT20,THS_T,SK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,AT	7 	15 	8 	17 	18 	21 	19 	25 	21 	23 	7 	28 	33 	28 	20 
A,OWN,AT,TOTAL,THS_T,BE	: u	: u	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,AT,TOTAL,THS_T,BG	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,OWN,AT,TOTAL,THS_T,CH	: u	167 	122 	107 	: u	: u	: u	: u	: u	: u	: u	204 	: u	: u	: u
A,OWN,AT,TOTAL,THS_T,CZ	109 	126 	101 	193 	149 	111 	234 	189 	351 	189 	132 	164 	474 	275 	263 
A,OWN,AT,TOTAL,THS_T,DE	2497 	1915 	1725 	1627 	1116 	1090 	1049 	1384 	1089 	1393 	1122 	1601 	1354 	1135 	1103 
A,OWN,AT,TOTAL,THS_T,DK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,AT,TOTAL,THS_T,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,OWN,AT,TOTAL,THS_T,HR	: u	: u	: 	: u	: u	: u	28 	50 	65 	: u	: u	80 	160 	177 	127 
A,OWN,AT,TOTAL,THS_T,HU	244 	505 	210 	224 	362 	260 	277 	236 	257 	355 	238 	174 	314 	242 	223 
A,OWN,AT,TOTAL,THS_T,IT	41 	30 	68 	73 	33 	45 	53 	62 	57 	31 	83 	92 	16 	79 	33 
A,OWN,AT,TOTAL,THS_T,LI	: u	: u	: u	9 	11 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,LT	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,LU	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,AT,TOTAL,THS_T,LV	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,AT,TOTAL,THS_T,NL	29 	55 	: u	32 	30 	30 	23 	28 	14 	23 	16 	11 	9 	14 	34 
A,OWN,AT,TOTAL,THS_T,NO	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,PL	: u	106 	68 	58 	81 	53 	99 	102 	: u	56 	123 	195 	58 	: u	176 
A,OWN,AT,TOTAL,THS_T,PT	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AT,TOTAL,THS_T,RO	108 	68 	67 	45 	40 	70 	67 	52 	40 	45 	40 	69 	49 	27 	93 
A,OWN,AT,TOTAL,THS_T,SE	: 	: 	: 	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,OWN,AT,TOTAL,THS_T,SI	149 	209 	181 	200 	156 	259 	186 	418 	395 	489 	261 	237 	523 	307 	356 
A,OWN,AT,TOTAL,THS_T,SK	105 	87 	33 	17 	162 	38 	75 	185 	104 	255 	93 	39 	63 	67 	57 
A,OWN,AT,TOTAL,THS_T,UK	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: u	: u	: 	: 	: 
A,OWN,AZ,GT06,THS_T,LT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,AZ,TOTAL,THS_T,LT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT01,THS_T,HR	: 	: 	: u	: u	: u	: 	: 	: 	: u	: u	: 	: u	: u	: 	: 
A,OWN,BA,GT01,THS_T,HU	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT01,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 
A,OWN,BA,GT01,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,BA,GT01,THS_T,RO	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT03,THS_T,HR	: u	51 	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 
A,OWN,BA,GT03,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT04,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,BA,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BA,GT05,THS_T,AT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT05,THS_T,HR	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT05,THS_T,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT05,THS_T,SI	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT06,THS_T,AT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT06,THS_T,HR	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,OWN,BA,GT06,THS_T,RO	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT07,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT07,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BA,GT08,THS_T,HR	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,OWN,BA,GT08,THS_T,HU	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT08,THS_T,RO	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT08,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,BA,GT09,THS_T,HR	: u	: u	: 	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u	: 
A,OWN,BA,GT09,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 
A,OWN,BA,GT09,THS_T,SI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT10,THS_T,AT	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,BA,GT10,THS_T,HR	: 	: u	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 
A,OWN,BA,GT10,THS_T,HU	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT10,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BA,GT10,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,BA,GT10,THS_T,SI	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 	: u	: 	: u	: u
A,OWN,BA,GT11,THS_T,HR	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,OWN,BA,GT11,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BA,GT11,THS_T,SI	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,BA,GT12,THS_T,RO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT12,THS_T,SI	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT13,THS_T,AT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT13,THS_T,HR	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u
A,OWN,BA,GT13,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,BA,GT14,THS_T,HR	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT16,THS_T,HR	: 	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT16,THS_T,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,BA,GT18,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,BA,GT18,THS_T,HU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BA,GT20,THS_T,HU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u
A,OWN,BA,TOTAL,THS_T,AT	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,BA,TOTAL,THS_T,HR	94 	85 	: u	37 	42 	29 	40 	126 	71 	36 	: u	: u	74 	: u	: u
A,OWN,BA,TOTAL,THS_T,HU	: u	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: u
A,OWN,BA,TOTAL,THS_T,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,BA,TOTAL,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: u	: 
A,OWN,BA,TOTAL,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,BA,TOTAL,THS_T,RO	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,BA,TOTAL,THS_T,SI	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u
A,OWN,BE,GT01,THS_T,AT	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,BE,GT01,THS_T,CH	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT01,THS_T,CZ	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT01,THS_T,DE	231 	158 	108 	94 	85 	74 	66 	121 	119 	61 	82 	: u	: u	97 	: u
A,OWN,BE,GT01,THS_T,DK	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,BE,GT01,THS_T,FR	313 	476 	320 	109 	255 	882 	608 	151 	330 	460 	422 	144 	318 	245 	286 
A,OWN,BE,GT01,THS_T,HU	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BE,GT01,THS_T,IT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT01,THS_T,LU	12 	8 	46 	16 	53 	22 	26 	22 	19 	45 	14 	6 	11 	25 	36 
A,OWN,BE,GT01,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,BE,GT01,THS_T,NL	409 	276 	383 	477 	300 	492 	359 	364 	504 	206 	369 	403 	344 	461 	345 
A,OWN,BE,GT01,THS_T,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,BE,GT01,THS_T,PL	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u
A,OWN,BE,GT01,THS_T,RO	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,OWN,BE,GT01,THS_T,UK	: 	: 	: 	: 	: u	: u	: u	: u	: u	79 	: u	: u	: 	: 	: 
A,OWN,BE,GT02,THS_T,DE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT02,THS_T,FR	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT02,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,BE,GT02,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,BE,GT02,THS_T,LU	: 	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OWN,BE,GT02,THS_T,NL	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 
A,OWN,BE,GT02,THS_T,UK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT03,THS_T,AT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT03,THS_T,DE	433 	306 	78 	153 	72 	128 	224 	: u	215 	: u	91 	231 	187 	422 	: u
A,OWN,BE,GT03,THS_T,FR	: u	404 	: u	: u	: u	: 	1275 	: u	205 	: u	: u	: u	: 	: 	: 
A,OWN,BE,GT03,THS_T,LU	153 	181 	76 	38 	20 	91 	87 	104 	193 	139 	297 	147 	102 	72 	141 
A,OWN,BE,GT03,THS_T,NL	112 	29 	54 	192 	55 	136 	201 	49 	312 	127 	98 	172 	81 	: u	68 
A,OWN,BE,GT03,THS_T,RO	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,OWN,BE,GT03,THS_T,UK	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT04,THS_T,AT	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,BE,GT04,THS_T,BG	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT04,THS_T,CH	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,BE,GT04,THS_T,CZ	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,OWN,BE,GT04,THS_T,DE	225 	252 	164 	106 	140 	145 	66 	61 	94 	76 	: u	: u	50 	: u	: u
A,OWN,BE,GT04,THS_T,FR	: u	127 	62 	143 	52 	: u	: u	: u	167 	: u	: u	35 	27 	: u	: u
A,OWN,BE,GT04,THS_T,HU	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: u	: u	: 	: 
