freq,tra_type,c_load,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,OWN,WORLD,GT13,THS_T,UK	: u	: u	19 	: u	10 	8 	10 	: u	: u	15 	13 	13 	: 	: 	: 
A,OWN,WORLD,GT14,THS_T,AT	93 	42 	168 	74 	61 	81 	60 	78 	98 	78 	109 	78 	85 	163 	77 
A,OWN,WORLD,GT14,THS_T,BE	: u	: u	17 	: u	: u	34 	37 	: u	: u	346 	: u	: u	: u	: u	: u
A,OWN,WORLD,GT14,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,WORLD,GT14,THS_T,CH	: 	: u	: u	111 	: u	: u	179 	: u	: u	: u	: u	: 	: u	: u	: u
A,OWN,WORLD,GT14,THS_T,CZ	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	78 
A,OWN,WORLD,GT14,THS_T,DE	646 	464 	329 	321 	343 	471 	448 	248 	270 	312 	277 	450 	261 	125 	263 
A,OWN,WORLD,GT14,THS_T,ES	: u	: u	: u	175 	56 	: u	: u	: u	63 	: u	90 	: u	38 	81 	: u
A,OWN,WORLD,GT14,THS_T,FR	: u	: u	: u	: u	138 	103 	232 	212 	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT14,THS_T,HR	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 
A,OWN,WORLD,GT14,THS_T,HU	52 	123 	156 	: u	: u	9 	: u	20 	: u	: u	: u	: u	: 	23 	: 
A,OWN,WORLD,GT14,THS_T,IE	: 	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,OWN,WORLD,GT14,THS_T,IT	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,OWN,WORLD,GT14,THS_T,LT	: 	: 	: u	: 	: 	: 	25 	9 	: 	: u	: u	: 	: u	: 	: u
A,OWN,WORLD,GT14,THS_T,LU	: 	: u	: u	: u	: u	13 	: u	: u	: u	17 	: u	76 	23 	: u	13 
A,OWN,WORLD,GT14,THS_T,LV	: 	: u	: u	: u	: 	: u	: 	6 	: u	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT14,THS_T,NL	286 	532 	452 	215 	589 	472 	788 	489 	473 	454 	495 	465 	462 	545 	162 
A,OWN,WORLD,GT14,THS_T,NO	: 	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u	107 	: 	: u
A,OWN,WORLD,GT14,THS_T,PL	: 	: u	: u	: u	: u	: u	104 	: u	: u	286 	232 	: u	: u	: u	: u
A,OWN,WORLD,GT14,THS_T,PT	: u	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,OWN,WORLD,GT14,THS_T,RO	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 
A,OWN,WORLD,GT14,THS_T,SE	: 	: 	: u	: u	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 
A,OWN,WORLD,GT14,THS_T,SI	: u	: u	: u	57 	: u	: 	: u	128 	: u	: u	: u	: u	: 	: u	: 
A,OWN,WORLD,GT14,THS_T,SK	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	19 	: u	: 	: u	: 
A,OWN,WORLD,GT14,THS_T,UK	: u	: u	: 	: u	: u	176 	134 	: u	352 	: u	140 	186 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,AT	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	27 
A,OWN,WORLD,GT15,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	59 
A,OWN,WORLD,GT15,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 	: 
A,OWN,WORLD,GT15,THS_T,CZ	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u
A,OWN,WORLD,GT15,THS_T,DE	: 	: 	: 	: u	: u	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,EE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,OWN,WORLD,GT15,THS_T,FI	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,FR	: 	: u	: u	60 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,HR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,HU	: u	: 	: 	: 	: 	: u	2 	: 	: 	: 	: 	: u	: 	: u	0 
A,OWN,WORLD,GT15,THS_T,IE	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,LU	: 	: 	: 	: 	: 	: 	10 	6 	7 	11 	: 	: u	: u	: u	: u
A,OWN,WORLD,GT15,THS_T,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	12 	: 	: 
A,OWN,WORLD,GT15,THS_T,PL	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,PT	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,RO	: u	: 	: u	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,OWN,WORLD,GT15,THS_T,SE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,SI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,SK	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT15,THS_T,UK	: u	: 	: 	: u	: u	: u	37 	: 	: u	: u	: 	: u	: 	: 	: 
A,OWN,WORLD,GT16,THS_T,AT	57 	68 	74 	86 	90 	50 	87 	99 	114 	101 	82 	87 	31 	34 	83 
A,OWN,WORLD,GT16,THS_T,BE	33 	29 	14 	23 	32 	37 	19 	: u	174 	: u	: u	: u	46 	25 	: u
A,OWN,WORLD,GT16,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u
A,OWN,WORLD,GT16,THS_T,CH	31 	: u	: u	31 	11 	: u	60 	53 	: u	: u	61 	35 	36 	: u	96 
A,OWN,WORLD,GT16,THS_T,CZ	33 	20 	29 	26 	43 	8 	: u	53 	8 	30 	25 	: u	34 	13 	42 
A,OWN,WORLD,GT16,THS_T,DE	307 	346 	214 	142 	190 	160 	184 	155 	190 	193 	141 	161 	126 	209 	149 
A,OWN,WORLD,GT16,THS_T,DK	21 	31 	: u	: u	: 	: u	: u	: 	: 	: u	: 	: u	: u	: 	: 
A,OWN,WORLD,GT16,THS_T,EE	: 	: u	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT16,THS_T,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,FR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: 
A,OWN,WORLD,GT16,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	9 	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,HU	18 	9 	14 	17 	16 	12 	19 	14 	12 	4 	14 	6 	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,IE	: u	13 	8 	9 	8 	: u	17 	: u	5 	13 	: 	: u	9 	: u	: u
A,OWN,WORLD,GT16,THS_T,IT	: u	: 	: u	: u	: u	: u	: u	: u	7 	29 	7 	: u	: 	: u	: u
A,OWN,WORLD,GT16,THS_T,LT	14 	6 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 
A,OWN,WORLD,GT16,THS_T,LU	26 	: u	9 	13 	24 	18 	48 	98 	106 	67 	37 	47 	56 	71 	66 
A,OWN,WORLD,GT16,THS_T,LV	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,GT16,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,WORLD,GT16,THS_T,NL	298 	317 	144 	147 	141 	267 	232 	222 	227 	277 	284 	238 	298 	299 	298 
A,OWN,WORLD,GT16,THS_T,NO	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,OWN,WORLD,GT16,THS_T,PL	60 	70 	76 	34 	119 	90 	85 	57 	51 	103 	118 	216 	174 	55 	118 
A,OWN,WORLD,GT16,THS_T,PT	: u	: u	13 	8 	34 	2 	34 	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,WORLD,GT16,THS_T,RO	: u	59 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,SE	: u	: u	: u	: u	13 	: u	57 	31 	: u	: 	: u	: u	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,SI	: u	: u	: u	: u	: u	: u	: u	: u	6 	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT16,THS_T,SK	: u	: u	18 	: u	19 	: u	: u	: u	19 	18 	20 	: u	12 	34 	9 
A,OWN,WORLD,GT16,THS_T,UK	: 	: 	: 	: u	9 	18 	11 	: u	88 	: u	: u	8 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,AT	62 	75 	48 	74 	66 	41 	62 	60 	73 	64 	51 	61 	: u	: u	: u
A,OWN,WORLD,GT17,THS_T,BE	: u	18 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,BG	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,CH	: u	24 	: u	: u	: u	: u	: u	: u	: u	42 	: u	: u	: u	: u	: u
A,OWN,WORLD,GT17,THS_T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,DE	25 	68 	74 	161 	99 	109 	158 	190 	164 	148 	159 	157 	137 	166 	184 
A,OWN,WORLD,GT17,THS_T,DK	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	58 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,FR	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u
A,OWN,WORLD,GT17,THS_T,HU	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,IE	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: u	: u	: 	: u
A,OWN,WORLD,GT17,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,OWN,WORLD,GT17,THS_T,LT	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,LU	: u	: u	: u	7 	: u	9 	: u	: u	5 	: u	: u	6 	4 	5 	14 
A,OWN,WORLD,GT17,THS_T,LV	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,NL	34 	63 	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,OWN,WORLD,GT17,THS_T,NO	: u	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	: 	: 
A,OWN,WORLD,GT17,THS_T,PL	: 	: 	12 	: 	57 	24 	31 	50 	30 	34 	: 	: u	: u	: 	: 
A,OWN,WORLD,GT17,THS_T,PT	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,RO	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,SE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT17,THS_T,SI	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 	: 	: u	: u	: 	: u
A,OWN,WORLD,GT17,THS_T,UK	: 	: 	: 	: 	9 	18 	50 	30 	41 	50 	: u	38 	: 	: 	: 
A,OWN,WORLD,GT18,THS_T,AT	118 	143 	98 	150 	147 	82 	131 	132 	162 	139 	113 	122 	221 	160 	159 
A,OWN,WORLD,GT18,THS_T,BE	122 	138 	83 	159 	39 	58 	36 	: u	: 	: 	: u	: u	: u	: 	: 
A,OWN,WORLD,GT18,THS_T,BG	: 	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT18,THS_T,CH	: u	: u	: u	: 	: 	: u	: u	3 	: u	: u	: u	: u	: u	: u	9 
A,OWN,WORLD,GT18,THS_T,CZ	: u	: u	20 	: u	: u	: u	: u	: u	: u	70 	: u	: u	17 	126 	44 
A,OWN,WORLD,GT18,THS_T,DE	: 	: 	: u	22 	64 	63 	: u	: u	78 	18 	45 	61 	63 	66 	: u
A,OWN,WORLD,GT18,THS_T,DK	17 	: u	: u	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: 	11 
A,OWN,WORLD,GT18,THS_T,EE	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT18,THS_T,FI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT18,THS_T,FR	99 	89 	111 	102 	: 	: u	: u	: u	64 	: u	: u	: u	: u	: u	74 
A,OWN,WORLD,GT18,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,OWN,WORLD,GT18,THS_T,HU	12 	53 	34 	40 	46 	48 	25 	30 	106 	48 	21 	41 	12 	26 	70 
A,OWN,WORLD,GT18,THS_T,IE	: u	: u	: u	28 	: u	17 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT18,THS_T,IT	: u	: 	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: 	: u	: 
A,OWN,WORLD,GT18,THS_T,LT	20 	: u	: u	: u	18 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,OWN,WORLD,GT18,THS_T,LU	39 	24 	18 	35 	33 	19 	212 	102 	98 	118 	79 	72 	27 	52 	87 
A,OWN,WORLD,GT18,THS_T,LV	: u	11 	: 	: 	: u	: 	: u	3 	: 	: 	: u	: 	: 	: 	: u
A,OWN,WORLD,GT18,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 	29 	: 
A,OWN,WORLD,GT18,THS_T,NL	209 	268 	130 	151 	124 	67 	84 	88 	64 	144 	119 	193 	140 	227 	307 
A,OWN,WORLD,GT18,THS_T,NO	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 
A,OWN,WORLD,GT18,THS_T,PL	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT18,THS_T,PT	: u	: u	35 	30 	123 	: u	52 	: u	: u	: u	: u	: u	: u	: u	: u
A,OWN,WORLD,GT18,THS_T,RO	: u	104 	112 	99 	108 	137 	167 	135 	218 	229 	388 	297 	319 	333 	465 
A,OWN,WORLD,GT18,THS_T,SE	15 	10 	: u	26 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,OWN,WORLD,GT18,THS_T,SK	36 	: u	: 	: u	: u	: u	: u	: u	43 	: u	: u	: u	: u	134 	22 
A,OWN,WORLD,GT18,THS_T,UK	: 	: 	: 	113 	41 	38 	28 	51 	33 	12 	: u	71 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,AT	59 	71 	52 	80 	84 	42 	71 	75 	93 	78 	64 	64 	31 	38 	10 
A,OWN,WORLD,GT19,THS_T,BE	108 	107 	80 	191 	100 	125 	133 	: u	: u	: u	: u	: 	: u	: 	: u
A,OWN,WORLD,GT19,THS_T,CH	: 	: 	: 	: 	: u	: u	: u	: 	: u	: 	: u	: 	: u	: 	: u
A,OWN,WORLD,GT19,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	67 
A,OWN,WORLD,GT19,THS_T,DE	24 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,DK	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,OWN,WORLD,GT19,THS_T,EE	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,ES	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,FR	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 
A,OWN,WORLD,GT19,THS_T,HU	: u	: 	: 	: 	20 	13 	12 	: u	10 	31 	50 	58 	36 	15 	: u
A,OWN,WORLD,GT19,THS_T,IE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,LU	: u	: 	: 	: u	: u	: 	: u	: u	: 	: 	10 	92 	18 	: u	: u
A,OWN,WORLD,GT19,THS_T,NL	: u	: u	23 	: u	10 	: 	9 	47 	: u	: u	67 	: 	: u	: u	: u
A,OWN,WORLD,GT19,THS_T,NO	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,PL	: 	: u	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 
A,OWN,WORLD,GT19,THS_T,PT	: u	: 	: 	: 	: u	: 	55 	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,WORLD,GT19,THS_T,RO	: u	: u	: u	: u	: u	: u	17 	: u	: u	: u	: u	: u	: u	: u	: 
A,OWN,WORLD,GT19,THS_T,SI	: u	: 	: 	: u	32 	38 	26 	22 	: u	22 	: u	: u	: 	: u	49 
A,OWN,WORLD,GT19,THS_T,SK	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT19,THS_T,UK	: u	: u	: u	: 	: u	93 	46 	24 	10 	: u	1 	: u	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,BE	20 	45 	62 	39 	: u	27 	: u	: 	: u	: 	: 	: u	: 	: u	: u
A,OWN,WORLD,GT20,THS_T,BG	: u	: u	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,CH	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: 
A,OWN,WORLD,GT20,THS_T,CZ	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,EE	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u	: 
A,OWN,WORLD,GT20,THS_T,EL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,OWN,WORLD,GT20,THS_T,HU	10 	18 	: u	: u	: u	: u	: u	: u	191 	328 	641 	658 	476 	623 	669 
A,OWN,WORLD,GT20,THS_T,IE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,WORLD,GT20,THS_T,IT	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,LI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,LU	46 	30 	13 	15 	30 	40 	91 	158 	219 	234 	63 	96 	124 	114 	170 
A,OWN,WORLD,GT20,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,OWN,WORLD,GT20,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: u	: 
A,OWN,WORLD,GT20,THS_T,NL	78 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,NO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,PL	59 	48 	84 	86 	112 	146 	131 	: u	141 	108 	: u	: u	197 	: u	: u
A,OWN,WORLD,GT20,THS_T,PT	: 	: 	: 	: 	: u	: u	33 	56 	: u	37 	: u	61 	56 	: u	: u
A,OWN,WORLD,GT20,THS_T,RO	: u	: u	: u	: u	: u	54 	38 	46 	: u	48 	64 	45 	93 	47 	41 
A,OWN,WORLD,GT20,THS_T,SE	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,SK	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,GT20,THS_T,UK	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,TOTAL,THS_T,AT	2236 	2097 	2237 	2493 	2401 	1983 	2312 	2212 	2605 	2807 	2236 	2691 	2436 	2918 	2637 
A,OWN,WORLD,TOTAL,THS_T,BE	2252 	3349 	2319 	3291 	2002 	2135 	1667 	3692 	4239 	3806 	3345 	2311 	2342 	1625 	2724 
A,OWN,WORLD,TOTAL,THS_T,BG	349 	263 	443 	427 	582 	340 	253 	256 	260 	199 	771 	191 	601 	808 	841 
A,OWN,WORLD,TOTAL,THS_T,CH	994 	1330 	771 	1563 	1909 	1210 	2268 	1784 	960 	1261 	1213 	1659 	1723 	1374 	1242 
A,OWN,WORLD,TOTAL,THS_T,CZ	1112 	644 	965 	742 	991 	990 	756 	1278 	816 	573 	643 	473 	513 	1076 	997 
A,OWN,WORLD,TOTAL,THS_T,DE	6492 	5349 	4382 	4241 	4632 	4871 	3888 	4095 	3896 	4063 	3396 	4573 	2969 	3336 	2890 
A,OWN,WORLD,TOTAL,THS_T,DK	60 	89 	105 	39 	82 	46 	: u	: u	: u	: u	: u	126 	: u	57 	21 
A,OWN,WORLD,TOTAL,THS_T,EE	: u	56 	65 	67 	56 	56 	38 	29 	61 	85 	: u	22 	39 	: u	: u
A,OWN,WORLD,TOTAL,THS_T,EL	28 	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 
A,OWN,WORLD,TOTAL,THS_T,ES	327 	195 	194 	361 	240 	232 	187 	250 	238 	299 	358 	667 	296 	447 	577 
A,OWN,WORLD,TOTAL,THS_T,FI	: 	: 	: 	: u	: u	: u	: 	: u	: u	: 	: u	: u	: 	: u	: 
A,OWN,WORLD,TOTAL,THS_T,FR	2117 	1053 	1913 	1864 	2062 	1492 	3754 	2015 	1892 	4763 	1444 	1460 	1265 	1119 	1082 
A,OWN,WORLD,TOTAL,THS_T,HR	335 	224 	514 	407 	381 	200 	155 	317 	217 	219 	368 	295 	501 	264 	284 
A,OWN,WORLD,TOTAL,THS_T,HU	682 	806 	815 	714 	726 	420 	638 	680 	967 	1031 	1233 	1345 	847 	1568 	1258 
A,OWN,WORLD,TOTAL,THS_T,IE	1051 	611 	319 	221 	333 	304 	276 	313 	189 	355 	332 	394 	408 	231 	346 
A,OWN,WORLD,TOTAL,THS_T,IT	394 	151 	695 	369 	114 	198 	237 	261 	118 	111 	257 	195 	86 	217 	141 
A,OWN,WORLD,TOTAL,THS_T,LI	8 	7 	7 	16 	12 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OWN,WORLD,TOTAL,THS_T,LT	328 	159 	175 	184 	200 	214 	245 	195 	271 	259 	393 	475 	466 	448 	479 
A,OWN,WORLD,TOTAL,THS_T,LU	1134 	1175 	1235 	1181 	1384 	1266 	2003 	2127 	3294 	3383 	2619 	3707 	3507 	3465 	2832 
A,OWN,WORLD,TOTAL,THS_T,LV	141 	229 	82 	287 	142 	172 	156 	221 	177 	219 	202 	188 	184 	192 	139 
A,OWN,WORLD,TOTAL,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	5 	: u	11 	17 	: 
A,OWN,WORLD,TOTAL,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	310 	361 	: 
A,OWN,WORLD,TOTAL,THS_T,NL	4915 	5503 	4803 	5758 	5273 	5654 	5698 	5590 	4943 	5309 	4803 	4749 	4390 	4665 	4556 
A,OWN,WORLD,TOTAL,THS_T,NO	98 	150 	163 	199 	260 	67 	127 	179 	141 	145 	118 	93 	435 	45 	125 
A,OWN,WORLD,TOTAL,THS_T,PL	2554 	2508 	3561 	2931 	3442 	3146 	3304 	3114 	3340 	3624 	3695 	4247 	4907 	3831 	4801 
A,OWN,WORLD,TOTAL,THS_T,PT	1385 	840 	831 	772 	1104 	368 	1068 	783 	874 	949 	1134 	856 	515 	625 	468 
A,OWN,WORLD,TOTAL,THS_T,RO	1311 	1014 	722 	589 	661 	758 	678 	760 	968 	1075 	1296 	1181 	1102 	1081 	1200 
A,OWN,WORLD,TOTAL,THS_T,SE	60 	60 	86 	123 	178 	177 	140 	70 	133 	131 	126 	204 	90 	151 	158 
A,OWN,WORLD,TOTAL,THS_T,SI	810 	777 	654 	585 	554 	521 	778 	952 	664 	731 	633 	717 	650 	907 	849 
A,OWN,WORLD,TOTAL,THS_T,SK	388 	380 	214 	153 	450 	386 	309 	412 	706 	599 	995 	565 	616 	592 	436 
A,OWN,WORLD,TOTAL,THS_T,UK	360 	359 	699 	745 	599 	1141 	993 	1159 	1077 	630 	810 	1028 	: 	: 	: 
A,OWN,XK,GT02,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,XK,GT04,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,XK,GT09,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,OWN,XK,GT10,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
